,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
3,3,3,3,3,Small Onion, 1, 100 to 110,2017-10-30
4,4,4,4,4,Bellary (Big Onion), 1, 35 to 42,2017-10-30
5,5,5,5,5,Beans 1st Quality, –, 50 to 60,2017-10-30
6,6,6,6,6,Beans 2nd Quality, 1, 45 to 50,2017-10-30
7,7,7,7,7,Carrot 1st Quality, 1, 45 to 50,2017-10-30
8,8,8,8,8,Carrot 2nd Quality, 1, 35 to 45,2017-10-30
9,9,9,9,9,Vendai Kai/Lady Finger, 1, 6 to 8,2017-10-30
10,10,10,10,10,Maram Murungai, 1, –,2017-10-30
11,11,11,11,11,Chedi Murungai, 1, –,2017-10-30
12,12,12,12,12,Avarai Ottu, 1, 32,2017-10-30
13,13,13,13,13,Pachai Payaru, 1, 17,2017-10-30
14,14,14,14,14,Vellai Payaru, 1, 20,2017-10-30
15,15,15,15,15,Suraikai, 1, 5,2017-10-30
16,16,16,16,16,Beetroot, 1, 30,2017-10-30
17,17,17,17,17,Sunami Sambar, 1, 3 to 8,2017-10-30
18,18,18,18,18,Pusanikai, 1, 6 to 8,2017-10-30
19,19,19,19,19,Kalla Manga/Mango, 1, 60,2017-10-30
20,20,20,20,20,Orutu Manga/Mango, 1, 65 to 85,2017-10-30
21,21,21,21,21,Potato 1st Quality, 1, 15,2017-10-30
22,22,22,22,22,Potato 2nd Quality, 1, 10,2017-10-30
23,23,23,23,23,Coconut 1st Quality, –, 40 to 42,2017-10-30
24,24,24,24,24,Coconut 2nd Quality, –, 35,2017-10-30
25,25,25,25,25,Green Chilli, 1, 33 to 40,2017-10-30
26,26,26,26,26,Cauliflower 1st Quality, –, 60 to 70,2017-10-30
27,27,27,27,27,Cauliflower 2nd Quality, –, 55 to 65,2017-10-30
28,28,28,28,28,Katharikai Pachai, 1, 25,2017-10-30
29,29,29,29,29,Katharikai ootha, 1, 30,2017-10-30
30,30,30,30,30,Valai Thar, –, 24 to 26,2017-10-30
31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-30
32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 10,2017-10-30
33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-30
34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 65 to 75,2017-10-30
35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 60 to 70,2017-10-30
36,36,36,36,36,Mullangi 1st Quality, 1, 40 to 50,2017-10-30
37,37,37,37,37,Mullangi 2nd Quality, 1, 35 to 45,2017-10-30
38,38,38,38,38,Inji/Ginger, 1, 45 to 50,2017-10-30
39,39,39,39,39,Butter Beans, 1, 120 to 150,2017-10-30
40,40,40,40,40,Mutta Kose, 1, 60 to 70,2017-10-30
41,41,41,41,41,Pachai Pattani, 1, 250,2017-10-30
42,42,42,42,42,Pakarkai, 1, 25,2017-10-30
43,43,43,43,43,Nookal, 1, 30 to 40,2017-10-30
44,44,44,44,44,Chaw Chaw, 1, 7,2017-10-30
45,45,45,45,45,Kovakkai, 1, 38,2017-10-30
46,46,46,46,46,Kothavarangai, 1, 10 to 12,2017-10-30
47,47,47,47,47,Nellikai, 1, 20 to 25,2017-10-30
48,48,48,48,48,Narthangai, 1, 20 to 25,2017-10-30
49,49,49,49,49,Vellarikai, 1, 33,2017-10-30
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon/எலுமிச்சை,1, 30 to 40,2017-11-30
1,1,1,1,1,1,Tomato/தக்காளி 1st Quality,1, 20 to 25,2017-11-30
2,2,2,2,2,2,Tomato/தக்காளி 2nd Quality,1, 15 to 20,2017-11-30
3,3,3,3,3,3,Small Onion/சிறிய வெங்காயம்,1, 90 to 120,2017-11-30
4,4,4,4,4,4,Bellary/பெல்லாரி,1, 50 to 58,2017-11-30
5,5,5,5,5,5,Beans/பீன்ஸ் 1st Quality,1, 15 to 28,2017-11-30
6,6,6,6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 10 to 23,2017-11-30
7,7,7,7,7,7,Carrot/கேரட் 1st Quality,1, 30 to 60,2017-11-30
8,8,8,8,8,8,Carrot/கேரட் 2nd Quality,1, 25 to 55,2017-11-30
9,9,9,9,9,9,Lady Finger/வெண்டைக்காய்,1, 9,2017-11-30
10,10,10,10,10,10,Tree Drumstick/மரம் முருங்கை,1, 40,2017-11-30
11,11,11,11,11,11,Plant Drumstick/செடி முருங்கை,1, 90,2017-11-30
12,12,12,12,12,12,Beans/அவரை ஒட்டு,1, 8 to 30,2017-11-30
13,13,13,13,13,13,Green Pulses/பச்சை பயிறு,1, 7,2017-11-30
14,14,14,14,14,14,White Pulses/வெள்ளை பயிறு,1, 10,2017-11-30
15,15,15,15,15,15,Zucchini/சுரைக்காய்,1, 9,2017-11-30
16,16,16,16,16,16,Beetroot/பீட்ரூட்,1, 12,2017-11-30
17,17,17,17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 3,2017-11-30
18,18,18,18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 5,2017-11-30
19,19,19,19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 95,2017-11-30
20,20,20,20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 85,2017-11-30
21,21,21,21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 25,2017-11-30
22,22,22,22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10 to 20,2017-11-30
23,23,23,23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 44,2017-11-30
24,24,24,24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-11-30
25,25,25,25,25,25,Green Chilli/பச்சை மிளகாய்,1, 8 to20,2017-11-30
26,26,26,26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 20,2017-11-30
27,27,27,27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 15,2017-11-30
28,28,28,28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 5 to 19,2017-11-30
29,29,29,29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 12,2017-11-30
30,30,30,30,30,30,Banana Thar/வாழை தார்,1, 24 to 25,2017-11-30
31,31,31,31,31,31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-11-30
32,32,32,32,32,32,Gourd/புடலங்காய் 1st Quality,1, 3,2017-11-30
33,33,33,33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-11-30
34,34,34,34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 8 to 10,2017-11-30
35,35,35,35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-11-30
36,36,36,36,36,36,Radish/முள்ளங்கி 1st Quality,1, 20,2017-11-30
37,37,37,37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 15,2017-11-30
38,38,38,38,38,38,Ginger/இஞ்சி,1, 25to 30,2017-11-30
39,39,39,39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 100,2017-11-30
40,40,40,40,40,40,Cabbage/முட்டை கோஸ்,1, 30 to35,2017-11-30
41,41,41,41,41,41,Green Peas/பச்சை பட்டாணி,1, 70 to 80,2017-11-30
42,42,42,42,42,42,Bitter Gourd/பாகற்காய்,1, 10 to 13,2017-11-30
43,43,43,43,43,43,Nookal/நூக்கல்,1, 20,2017-11-30
44,44,44,44,44,44,Chaw Chaw/சவ்சவ்,1, 4 to 6,2017-11-30
45,45,45,45,45,45,Kovakkai/கோவக்காய்,1, 11,2017-11-30
46,46,46,46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 8 to 9,2017-11-30
47,47,47,47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-11-30
48,48,48,48,48,48,Narthangai/நார்த்தங்காய்,1, 15 to 20,2017-11-30
49,49,49,49,49,49,Cucumber/வெள்ளரிக்காய்,1, 20,2017-11-30
50,50,50,50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 130,2017-11-30
51,51,51,51,51,51,Gourd/பீர்க்கங்காய்,1, 5 to 8,2017-11-30
52,52,52,52,52,52,Small Tuber/சிறு கிழங்கு,1, 35,2017-11-30
53,53,53,53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 30,2017-11-30
54,54,54,54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80 to 100,2017-11-30
55,55,55,55,55,55,Butter Soya/பட்டர் சோயா,1, –,2017-11-30
56,56,56,56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 28,2017-11-30
57,57,57,57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 35,2017-11-30
58,58,58,58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 20,2017-11-30
59,59,59,59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-11-30
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 18 to 25,2017-1-30
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to20,2017-1-30
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10 to 12,2017-1-30
3,3,3,3,3,3,Small Onion, 1, 20 to 25,2017-1-30
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-1-30
5,5,5,5,5,5,Beans 1st Quality, –, 50 to 55,2017-1-30
6,6,6,6,6,6,Beans 2nd Quality, 1, 40 to 45,2017-1-30
7,7,7,7,7,7,Carrot 1st Quality, 1, 15 to 20,2017-1-30
8,8,8,8,8,8,Carrot 2nd Quality, 1, 8 to 10,2017-1-30
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 50,2017-1-30
10,10,10,10,10,10,Maram Murungai, 1, 25,2017-1-30
11,11,11,11,11,11,Chedi Murungai, 1, 30 to 35,2017-1-30
12,12,12,12,12,12,Avarai Ottu, 1, 13,2017-1-30
13,13,13,13,13,13,Pachai Payaru, 1, 28,2017-1-30
14,14,14,14,14,14,Vellai Payaru, 1, 18,2017-1-30
15,15,15,15,15,15,Suraikai, 1, 4,2017-1-30
16,16,16,16,16,16,Beetroot, 1, 8,2017-1-30
17,17,17,17,17,17,Sunami Sambar, 1, 10 to 12,2017-1-30
18,18,18,18,18,18,Pusanikai, 1, 8,2017-1-30
19,19,19,19,19,19,Kalla Manga/Mango, 1, 20 to 23,2017-1-30
20,20,20,20,20,20,Orutu Manga/Mango, 1, 15 to 18,2017-1-30
21,21,21,21,21,21,Potato 1st Quality, 1, 18 to 20,2017-1-30
22,22,22,22,22,22,Potato 2nd Quality, 1, 12 to 15,2017-1-30
23,23,23,23,23,23,Coconut 1st Quality, –, 30 to 32,2017-1-30
24,24,24,24,24,24,Coconut 2nd Quality, –, 25 to 28,2017-1-30
25,25,25,25,25,25,Green Chilli, 1, 14 to 30,2017-1-30
26,26,26,26,26,26,Cauliflower 1st Quality, –, 15 to 16,2017-1-30
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 10 to 12,2017-1-30
28,28,28,28,28,28,Katharikai Pachai, 1, 20 to 40,2017-1-30
29,29,29,29,29,29,Katharikai ootha, 1, 8,2017-1-30
30,30,30,30,30,30,Valai Thar, –, 28 to 30,2017-1-30
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10 to 15,2017-1-30
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 10,2017-1-30
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 8,2017-1-30
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 12,2017-1-30
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 8 to 10,2017-1-30
36,36,36,36,36,36,Mullangi 1st Quality, 1, 15 to 18,2017-1-30
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 8 to 10,2017-1-30
38,38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017-1-30
39,39,39,39,39,39,Butter Beans, 1, 45 to 70,2017-1-30
40,40,40,40,40,40,Mutta Kose, 1, 7 to 8,2017-1-30
41,41,41,41,41,41,Pachai Pattani, 1, 25 to 28,2017-1-30
42,42,42,42,42,42,Pakarkai, 1, 26,2017-1-30
43,43,43,43,43,43,Nookal, 1, 40,2017-1-30
44,44,44,44,44,44,Chaw Chaw, 1, 8 to 10,2017-1-30
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon/எலுமிச்சை,1, 20 to 30,2017-12-30
1,1,1,1,1,1,Tomato/தக்காளி 1st Quality,1, 4 to 5,2017-12-30
2,2,2,2,2,2,Tomato/தக்காளி 2nd Quality,1, –,2017-12-30
3,3,3,3,3,3,Small Onion/சிறிய வெங்காயம்,1, 50 to 120,2017-12-30
4,4,4,4,4,4,Bellary/பெல்லாரி,1, 35 to 40,2017-12-30
5,5,5,5,5,5,Beans/பீன்ஸ் 1st Quality,1, 20 to 25,2017-12-30
6,6,6,6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 15 to 20,2017-12-30
7,7,7,7,7,7,Carrot/கேரட் 1st Quality,1, 40 to 60,2017-12-30
8,8,8,8,8,8,Carrot/கேரட் 2nd Quality,1, 35 to 55,2017-12-30
9,9,9,9,9,9,Lady Finger/வெண்டைக்காய்,1, 10,2017-12-30
10,10,10,10,10,10,Tree Drumstick/மரம் முருங்கை,1, –,2017-12-30
11,11,11,11,11,11,Drumstick/முருங்கை,1, 60 to 70,2017-12-30
12,12,12,12,12,12,Beans/அவரை ஒட்டு,1, 12 to 26,2017-12-30
13,13,13,13,13,13,Green Pulses/பச்சை பயிறு,1, 12,2017-12-30
14,14,14,14,14,14,White Pulses/வெள்ளை பயிறு,1, 6,2017-12-30
15,15,15,15,15,15,Zucchini/சுரைக்காய்,1, 2,2017-12-30
16,16,16,16,16,16,Beetroot/பீட்ரூட்,1, 9,2017-12-30
17,17,17,17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2017-12-30
18,18,18,18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 5,2017-12-30
19,19,19,19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 80 to 110,2017-12-30
20,20,20,20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 70,2017-12-30
21,21,21,21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 20,2017-12-30
22,22,22,22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-30
23,23,23,23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 45,2017-12-30
24,24,24,24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-12-30
25,25,25,25,25,25,Green Chilli/பச்சை மிளகாய்,1, 6 to 12,2017-12-30
26,26,26,26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 12 to 15,2017-12-30
27,27,27,27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10,2017-12-30
28,28,28,28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 10 to 15,2017-12-30
29,29,29,29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10,2017-12-30
30,30,30,30,30,30,Banana Thar/வாழை தார்,1, 20 to 22,2017-12-30
31,31,31,31,31,31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-12-30
32,32,32,32,32,32,Gourd/புடலங்காய் 1st Quality,1, 3,2017-12-30
33,33,33,33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-30
34,34,34,34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 5 to 10,2017-12-30
35,35,35,35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-30
36,36,36,36,36,36,Radish/முள்ளங்கி 1st Quality,1, 10 to 15,2017-12-30
37,37,37,37,37,37,Radish/முள்ளங்கி 2nd Quality,1, –,2017-12-30
38,38,38,38,38,38,Ginger/இஞ்சி,1, 20 to 25,2017-12-30
39,39,39,39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80,2017-12-30
40,40,40,40,40,40,Cabbage/முட்டை கோஸ்,1, 15 to 20,2017-12-30
41,41,41,41,41,41,Green Peas/பச்சை பட்டாணி,1, 80,2017-12-30
42,42,42,42,42,42,Bitter Gourd/பாகற்காய்,1, 12,2017-12-30
43,43,43,43,43,43,Nookal/நூக்கல்,1, 10 to15,2017-12-30
44,44,44,44,44,44,Chaw Chaw/சவ்சவ்,1, 6 to 8,2017-12-30
45,45,45,45,45,45,Kovakkai/கோவக்காய்,1, 24,2017-12-30
46,46,46,46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 10 to 16,2017-12-30
47,47,47,47,47,47,Gooseberry/நெல்லிக்காய்,1, 30 to 40,2017-12-30
48,48,48,48,48,48,Narthangai/நார்த்தங்காய்,1, 30,2017-12-30
49,49,49,49,49,49,Cucumber/வெள்ளரிக்காய்,1, 10,2017-12-30
50,50,50,50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 120,2017-12-30
51,51,51,51,51,51,Gourd/பீர்க்கங்காய்,1, 15 to 20,2017-12-30
52,52,52,52,52,52,Small Tuber/சிறு கிழங்கு,1, 40,2017-12-30
53,53,53,53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 35,2017-12-30
54,54,54,54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80,2017-12-30
55,55,55,55,55,55,Butter Soya/பட்டர் சோயா,1, 80,2017-12-30
56,56,56,56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 30 to 35,2017-12-30
57,57,57,57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 30 to35,2017-12-30
58,58,58,58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 20,2017-12-30
59,59,59,59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-12-30
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 55 to 60,2017-3-30
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-3-30
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-3-30
3,3,3,3,3,3,Small Onion, 1, 55 to 50,2017-3-30
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-3-30
5,5,5,5,5,5,Beans 1st Quality, –, 90 to 100,2017-3-30
6,6,6,6,6,6,Beans 2nd Quality, 1, 85 to 95,2017-3-30
7,7,7,7,7,7,Carrot 1st Quality, 1, 80,2017-3-30
8,8,8,8,8,8,Carrot 2nd Quality, 1, 75,2017-3-30
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 28,2017-3-30
10,10,10,10,10,10,Maram Murungai, 1, 5 to 7,2017-3-30
11,11,11,11,11,11,Chedi Murungai, 1, 7,2017-3-30
12,12,12,12,12,12,Avarai Ottu, 1, 20 to 28,2017-3-30
13,13,13,13,13,13,Pachai Payaru, 1, 30,2017-3-30
14,14,14,14,14,14,Vellai Payaru, 1, 35,2017-3-30
15,15,15,15,15,15,Suraikai, 1, 9,2017-3-30
16,16,16,16,16,16,Beetroot, 1, 28 to 30,2017-3-30
17,17,17,17,17,17,Sunami Sambar, 1, 13 to 15,2017-3-30
18,18,18,18,18,18,Pusanikai, 1, 15 to 16,2017-3-30
19,19,19,19,19,19,Kalla Manga/Mango, 1, 15,2017-3-30
20,20,20,20,20,20,Orutu Manga/Mango, 1, 12,2017-3-30
21,21,21,21,21,21,Potato 1st Quality, 1, 12 to 15,2017-3-30
22,22,22,22,22,22,Potato 2nd Quality, 1, 7 to 10,2017-3-30
23,23,23,23,23,23,Coconut 1st Quality, –, 25 to 28,2017-3-30
24,24,24,24,24,24,Coconut 2nd Quality, –, 20 to 23,2017-3-30
25,25,25,25,25,25,Green Chilli, 1, 30 to 65,2017-3-30
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017-3-30
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15 to20,2017-3-30
28,28,28,28,28,28,Katharikai Pachai, 1, 55 to 60,2017-3-30
29,29,29,29,29,29,Katharikai ootha, 1, 40,2017-3-30
30,30,30,30,30,30,Valai Thar, –, 25,2017-3-30
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 25 to 30,2017-3-30
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 30,2017-3-30
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-3-30
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 30,2017-3-30
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 25,2017-3-30
36,36,36,36,36,36,Mullangi 1st Quality, 1, 30,2017-3-30
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 25,2017-3-30
38,38,38,38,38,38,Inji/Ginger, 1, 25,2017-3-30
39,39,39,39,39,39,Butter Beans, 1, 160,2017-3-30
40,40,40,40,40,40,Mutta Kose, 1, 15 to 18,2017-3-30
41,41,41,41,41,41,Pachai Pattani, 1, 60 to 80,2017-3-30
42,42,42,42,42,42,Pakarkai, 1, 45 to 50,2017-3-30
43,43,43,43,43,43,Nookal, 1, 20 to 40,2017-3-30
44,44,44,44,44,44,Chaw Chaw, 1, 25 to 30,2017-3-30
45,45,45,45,45,45,Kovakkai, 1, 23,2017-3-30
46,46,46,46,46,46,Kothavarangai, 1, 20 to 25,2017-3-30
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 60 to75,2017-5-30
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to20,2017-5-30
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-5-30
3,3,3,3,3,3,Small Onion, 1, 80 to110,2017-5-30
4,4,4,4,4,4,Bellary (Big Onion), 1, 12 to13,2017-5-30
5,5,5,5,5,5,Beans 1st Quality, –, 65 to70,2017-5-30
6,6,6,6,6,6,Beans 2nd Quality, 1, 60 to65,2017-5-30
7,7,7,7,7,7,Carrot 1st Quality, 1, 60 to65,2017-5-30
8,8,8,8,8,8,Carrot 2nd Quality, 1, 55 to60,2017-5-30
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 15,2017-5-30
10,10,10,10,10,10,Maram Murungai, 1, 10,2017-5-30
11,11,11,11,11,11,Chedi Murungai, 1, 15,2017-5-30
12,12,12,12,12,12,Avarai Ottu, 1, 20 to65,2017-5-30
13,13,13,13,13,13,Pachai Payaru, 1, 20,2017-5-30
14,14,14,14,14,14,Vellai Payaru, 1, 15,2017-5-30
15,15,15,15,15,15,Suraikai, 1, 9,2017-5-30
16,16,16,16,16,16,Beetroot, 1, 25 to30,2017-5-30
17,17,17,17,17,17,Sunami Sambar, 1, 10 to12,2017-5-30
18,18,18,18,18,18,Pusanikai, 1, 7 to8,2017-5-30
19,19,19,19,19,19,Kalla Manga/Mango, 1, 9,2017-5-30
20,20,20,20,20,20,Orutu Manga/Mango, 1, 7,2017-5-30
21,21,21,21,21,21,Potato 1st Quality, 1, 20,2017-5-30
22,22,22,22,22,22,Potato 2nd Quality, 1, 15,2017-5-30
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-5-30
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-5-30
25,25,25,25,25,25,Green Chilli, 1, 40 to45,2017-5-30
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20 to25,2017-5-30
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15 to20,2017-5-30
28,28,28,28,28,28,Katharikai Pachai, 1, 20 to25,2017-5-30
29,29,29,29,29,29,Katharikai ootha, 1, 20,2017-5-30
30,30,30,30,30,30,Valai Thar, –, 20,2017-5-30
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-5-30
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 20 to25,2017-5-30
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 15 to20,2017-5-30
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 120 tp150,2017-5-30
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 115 to145,2017-5-30
36,36,36,36,36,36,Mullangi 1st Quality, 1, 30,2017-5-30
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 25,2017-5-30
38,38,38,38,38,38,Inji/Ginger, 1, 20 to25,2017-5-30
39,39,39,39,39,39,Butter Beans, 1, 230,2017-5-30
40,40,40,40,40,40,Mutta Kose, 1, 25 to20,2017-5-30
41,41,41,41,41,41,Pachai Pattani, 1, 210,2017-5-30
42,42,42,42,42,42,Pakarkai, 1, 40 to45,2017-5-30
43,43,43,43,43,43,Nookal, 1, 30 to35,2017-5-30
44,44,44,44,44,44,Chaw Chaw, 1, 20 to25,2017-5-30
45,45,45,45,45,45,Kovakkai, 1, 25,2017-5-30
46,46,46,46,46,46,Kothavarangai, 1, 20,2017-5-30
47,47,47,47,47,47,Nellikai, 1, 45,2017-5-30
48,48,48,48,48,48,Narthangai, 1, 40 to60,2017-5-30
49,49,49,49,49,49,Vellarikai, 1, 30,2017-5-30
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 60,2017-6-30
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 50 to 55,2017-6-30
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 45 to 50,2017-6-30
3,3,3,3,3,3,Small Onion, 1, 110 to 120,2017-6-30
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 11,2017-6-30
5,5,5,5,5,5,Beans 1st Quality, –, 45 to 55,2017-6-30
6,6,6,6,6,6,Beans 2nd Quality, 1, 40 to 50,2017-6-30
7,7,7,7,7,7,Carrot 1st Quality, 1, 70 to 75,2017-6-30
8,8,8,8,8,8,Carrot 2nd Quality, 1, 65 to 70,2017-6-30
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 35,2017-6-30
10,10,10,10,10,10,Maram Murungai, 1, 15,2017-6-30
11,11,11,11,11,11,Chedi Murungai, 1, 25,2017-6-30
12,12,12,12,12,12,Avarai Ottu, 1, 45 to 55,2017-6-30
13,13,13,13,13,13,Pachai Payaru, 1, 15,2017-6-30
14,14,14,14,14,14,Vellai Payaru, 1, 25,2017-6-30
15,15,15,15,15,15,Suraikai, 1, 8,2017-6-30
16,16,16,16,16,16,Beetroot, 1, 15 to 25,2017-6-30
17,17,17,17,17,17,Sunami Sambar, 1, 15,2017-6-30
18,18,18,18,18,18,Pusanikai, 1, 5.50 to 6.50,2017-6-30
19,19,19,19,19,19,Kalla Manga/Mango, 1, 25,2017-6-30
